price,source_url,seats,name,year,typeOfCar,condition,origin,km_driven,city,transmission,fuels
265000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-ha-noi/can-ban-xe-18-at-san-xuat-nam-2005-mau-bac-nhap-khau-aidxc3480254,5," Toyota Corolla 2005 - 265 triệu
            ", 2005, Sedan, Đã qua sử dụng, Nhập khẩu, 200.000 km, Hà Nội, Số tự động, Xăng
995000000,https://oto.com.vn/mua-ban-xe-toyota-camry-ha-noi/can-ban-20g-nam-2020-gia-canh-tranh-aidxc3472956,5," Toyota Camry 2.0G 2020 - 995 triệu
            ", 2020, Sedan, Đã qua sử dụng, Nhập khẩu, 20.000 km, Hà Nội, Số tự động, Xăng
1445000000,https://oto.com.vn/mua-ban-xe-toyota-land-cruiser-prado-ha-noi/xe-txl-27l-nam-san-xuat-2014-aidxc5387900,5," Toyota Land Cruiser Prado TLX 2014 - 1 tỉ 445 triệu
            ", 2014, SUV, Đã qua sử dụng, Nhập khẩu, 99.779 km, Hà Nội, Số tự động, Xăng
418000000,https://oto.com.vn/mua-ban-xe-toyota-vios-hcm/chinh-chu-can-ban-gap-g-san-xuat-2017-gia-418tr-aidxc3472297,5," Toyota Vios 1.5G AT 2017 - 418 triệu
            ", 2017, Sedan, Đã qua sử dụng, Trong nước, 38.460 km, Tp.HCM, Số tự động, Xăng
525000000,https://oto.com.vn/mua-ban-xe-toyota-avanza-ha-noi/can-ban-xe-15-at-sx-2019-nhap-khau-indonesia-nam-2019-aidxc10046577,7,"
                Toyota Avanza 1.5 AT 2019 - 525 triệu
            ", 2019, MPV, Đã qua sử dụng, Nhập khẩu, 22.000 km,"
Hà Nội", Số tự động, Xăng
285000000,https://oto.com.vn/mua-ban-xe-toyota-wigo-hcm/can-ban-xe-nam-2019-aidxc7071319,5," Toyota Wigo 1.2 G MT 2019 - 285 triệu
            ", 2019, Hatchback, Đã qua sử dụng, Trong nước, 30.000 km, Tp.HCM, Số tay, Xăng
345000000,https://oto.com.vn/mua-ban-xe-toyota-wigo-ha-noi/ban-xe-12at-nam-san-xuat-2019-bien-aidxc3472075,5,"
                Toyota Wigo 1.2 G AT 2019 - 345 triệu
            ", 2019, Hatchback, Đã qua sử dụng, Nhập khẩu, 27.000 km,"
Hà Nội", Số tự động, Xăng
848000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/can-ban-xe-o-to-27-4x2-at-mau-den-nam-2017-bao-check-test-hang-thoai-mai-aid1xc9210450,7,"
                Toyota Fortuner 2.7 4X2AT* 2017 - 848 triệu
            ", 2017, SUV, Đã qua sử dụng, Trong nước, 71.000 km,"
Hà Nội", Số tự động, Xăng
460000000,https://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/e-20mt-2017-ho-tro-tra-gop-lai-suat-uu-dai-giao-xe-ngay-toan-quoc-aidxc3445506,7," Toyota Innova 2.0E 2017 - 460 triệu
            ", 2017, MPV, Đã qua sử dụng, Trong nước, 181.549 km, Hà Nội, Số tay, Xăng
426000000,https://oto.com.vn/mua-ban-xe-toyota-camry-hcm/can-ban-2009-so-tu-dong-full-24-aidxc11867675,5," Toyota Camry 2.4G 2009 - 426 triệu
            ", 2009, Sedan, Đã qua sử dụng, Trong nước, 113.000 km, Tp.HCM, Số tự động, Xăng
495000000,https://oto.com.vn/mua-ban-xe-toyota-innova-phu-tho/ban-xe-20e-mt-2016-495-trieu-gia-canh-tranh-aidxc3443214,7," Toyota Innova 2.0E 2016 - 495 triệu
            ", 2016, MPV, Đã qua sử dụng, Trong nước, 134.000 km, Phú Thọ, Số tay, Xăng
385000000,https://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/can-ban-xe-20e-2014-form-2015-con-moi-gia-385tr-aidxc3467255,7," Toyota Innova 2.0E 2014 - 385 triệu
            ", 2014, MPV, Đã qua sử dụng, Trong nước, 82.000 km, Hà Nội, Số tay, Xăng
510000000,https://oto.com.vn/mua-ban-xe-toyota-camry-dong-nai/can-ban-xe-xle-35-nam-2008-510tr-aidxc3660304,5," Toyota Camry XLE 3.5 2008 - 510 triệu
            ", 2008, Sedan, Đã qua sử dụng, Nhập khẩu, 120.000 km, Đồng Nai, Số tự động, Xăng
260000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/can-ban-lai-xe-dang-ky-lan-dau-2006-chinh-chu-gia-260tr-aidxc6216164,7," Toyota Innova 2006 - 260 triệu
            ", 2006, MPV, Đã qua sử dụng, Trong nước, 405.000 km, Tp.HCM, Số tay, Xăng
496000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/ban-xe-20e-2018-so-san-mau-xam-aidxc3423466,7," Toyota Innova 2.0E 2018 - 496 triệu
            ", 2018, MPV, Đã qua sử dụng, Trong nước, 43.000 km, Tp.HCM, Số tay, Xăng
305000000,https://oto.com.vn/mua-ban-xe-toyota-yaris-ha-noi/ban-totyota-2011-mau-do-nhap-khau-aidxc6264130,5," Toyota Yaris RS 1.5 AT 2011 - 305 triệu
            ", 2011, Hatchback, Đã qua sử dụng, Nhập khẩu, 10.680 km, Hà Nội, Số tự động, Xăng
265000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/can-ban-ngay-g-doi-2009-mau-bac-xe-rat-moi-xe-tot-thien-chi-ban-luon-aidxc9055844,7," Toyota Innova 2.0G 2009 - 265 triệu
            ", 2009, MPV, Đã qua sử dụng, Trong nước, 168.000 km, Tp.HCM, Số tay, Xăng
240000000,https://oto.com.vn/mua-ban-xe-toyota-innova-dong-nai/gia-dinh-can-ban-20g-san-xuat-2007-mau-bac-may-xin-bao-test-co-thuong-luong-aidxc9055843,7," Toyota Innova 2.0G 2007 - 240 triệu
            ", 2007, MPV, Đã qua sử dụng, Trong nước, 168.000 km, Đồng Nai, Số tay, Xăng
565000000,https://oto.com.vn/mua-ban-xe-toyota-innova-phu-tho/ban-20e-2018-so-san-aid1xc2986521,7," Toyota Innova 2.0E 2018 - 565 triệu
            ", 2018, MPV, Đã qua sử dụng, Trong nước, 30.000 km, Phú Thọ, Số tay, Xăng
299000000,https://oto.com.vn/mua-ban-xe-toyota-camry-ha-noi/can-ban-xe-doi-2005-it-su-dung-gia-tot-299tr-aidxc5286968,5," Toyota Camry 2005 - 299 triệu
            ", 2005, Sedan, Đã qua sử dụng, Trong nước, 120.000 km, Hà Nội, Số tự động, Xăng
285000000,https://oto.com.vn/mua-ban-xe-toyota-wigo-phu-tho/ban-xe-12g-mt-san-xuat-2019-aidxc5286985,5," Toyota Wigo 1.2 G MT 2019 - 285 triệu
            ", 2019, Hatchback, Đã qua sử dụng, Nhập khẩu, 50.000 km, Phú Thọ, Số tay, Xăng
135000000,https://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/cong-vu-2007-15-e-mt-tu-nhan-chan-thanh-sure-aidxc5331250,5," Toyota Vios 1.5E MT 2007 - 135 triệu
            ", 2007, Sedan, Đã qua sử dụng, Trong nước, 250.000 km, Hà Nội, Số tay, Xăng
130000000,https://oto.com.vn/mua-ban-xe-toyota-cressida-thai-nguyen/ban-xe-nsx-1994-aidxc9055828,5," Toyota Cressida 1994 - 130 triệu
            ", 1994, Sedan, Đã qua sử dụng, Nhập khẩu, 200.000 km, Thái Nguyên, Số tay, Xăng
385000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-nghe-an/xe-san-xuat-nam-2010-loai-20-co-so-lay-sport-tren-vo-lang-aidxc6990698,5," Toyota Corolla Altis 2.0 AT 2010 - 385 triệu
            ", 2010, Sedan, Đã qua sử dụng, Trong nước, 110.000 km, Nghệ An, Số tự động, Xăng
422000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/ban-xe-2016-so-san-mau-xam-aidxc9055803,7," Toyota Innova 2.0E 2016 - 422 triệu
            ", 2016, MPV, Đã qua sử dụng, Trong nước, 133.000 km, Tp.HCM, Số tay, Xăng
395000000,https://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/ban-e-san-xuat-2019-gia-chi-395-trieu-gia-nao-cung-ban-aidxc3480581,5," Toyota Vios 1.5E MT 2019 - 395 triệu
            ", 2019, Sedan, Đã qua sử dụng, Trong nước, 40.000 km, Hà Nội, Số tay, Xăng
701000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/can-ban-lai-xe-san-xuat-2016-xe-gia-dinh-gia-701tr-aidxc9884469,5," Toyota Fortuner 2.5G 4x2MT 2016 - 701 triệu
            ", 2016, SUV, Đã qua sử dụng, Nhập khẩu, 65.000 km, Tp.HCM, Số tự động, Xăng
455000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ha-noi/sieu-re-xe-20-nam-san-xuat-2012-gia-chi-455-trieu-aidxc3463666,5," Toyota Corolla Altis 2.0 AT 2012 - 455 triệu
            ", 2012, Sedan, Đã qua sử dụng, Trong nước, 60.000 km, Hà Nội, Số tự động, Xăng
4720000000,https://oto.com.vn/mua-ban-xe-toyota-land-cruiser-ha-noi/can-ban-gap-vx-46-v8-nam-sx-2020-aidxc11729892,7," Toyota Land Cruiser VX 4.6 V8 2020 - 4 tỉ 720 triệu
            ", 2020, SUV, Đã qua sử dụng, Nhập khẩu, 7.000 km, Hà Nội, Số tự động, Xăng
505000000,https://oto.com.vn/mua-ban-xe-toyota-vios-binh-duong/ban-o-to-g-2020-form-2021-san-xuat-nam-2020-aidxc3382923,5," Toyota Vios 1.5G AT 2020 - 505 triệu
            ", 2020, Sedan, Đã qua sử dụng, Trong nước, 31.000 km, Bình Dương, Số tự động, Xăng
590000000,https://oto.com.vn/mua-ban-xe-toyota-camry-ha-noi/ban-xe-o-to-20e-nam-san-xuat-2013-mau-den-bien-goc-chu-di-rat-giu-gin-xe-nhu-moi-gia-canh-tranh-aid1xc5577149,5," Toyota Camry 2.0E 2013 - 590 triệu
            ", 2013, Sedan, Đã qua sử dụng, Trong nước, 60.000 km, Hà Nội, Số tự động, Xăng
560000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ha-noi/ban-gap-18g-at-nam-2017-mau-den-con-nguyen-dan-lop-xe-rat-moi-gia-tot-aid1xc5569665,5," Toyota Corolla Altis 1.8G AT 2017 - 560 triệu
            ", 2017, Sedan, Đã qua sử dụng, Trong nước, 40.000 km, Hà Nội, Số tự động, Xăng
926000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/2019-so-tu-dong-may-xang-mau-bac-nhap-indonesia-aidxc9252779,5," Toyota Fortuner 2.4G 4x2 AT  2019 - 926 triệu
            ", 2019, SUV, Đã qua sử dụng, Nhập khẩu, 29.000 km, Tp.HCM, Số tự động, Xăng
520000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/ban-27v-4x2at-san-xuat-2013-mau-den-aidxc6834598,7," Toyota Fortuner 2.7 V 4X2 AT 2013 - 520 triệu
            ", 2013, SUV, Đã qua sử dụng, Trong nước, 80.000 km, Tp.HCM, Số tự động, Xăng
525000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/ban-20e-2018-so-san-mau-xam-bac-aidxc9842389,7," Toyota Innova 2.0E 2018 - 525 triệu
            ", 2018, MPV, Đã qua sử dụng, Trong nước, 57.000 km, Tp.HCM, Số tay, Xăng
980000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-can-tho/ban-2020-tu-dong-may-dau-xe-bao-hanh-3-nam-test-hang-aidxc3719633,7," Toyota Fortuner 2.4G 4x2 AT  2020 - 980 triệu
            ", 2020, SUV, Đã qua sử dụng, Trong nước, 58.000 km, Cần Thơ, Số tự động, Diesel
2380000000,https://oto.com.vn/mua-ban-xe-toyota-land-cruiser-ha-noi/46-vx-v8-2013-aidxc3478445,7," Toyota Land Cruiser VX 4.6 V8 2013 - 2 tỉ 380 triệu
            ", 2013, SUV, Đã qua sử dụng, Nhập khẩu, 70.000 km, Hà Nội, Số tự động, Xăng
320000000,https://oto.com.vn/mua-ban-xe-toyota-yaris-hcm/ban-15at-cu-2011-mau-bac-con-rat-dep-aidxc3411490,5," Toyota Yaris RS 1.5 AT 2011 - 320 triệu
            ", 2011, Hatchback, Đã qua sử dụng, Nhập khẩu, 46.000 km, Tp.HCM, Số tự động, Xăng
989000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/can-ban-lai-xe-san-xuat-nam-2019-989tr-aidxc8064845,7," Toyota Fortuner 2.4G 4x2 AT  2019 - 989 triệu
            ", 2019, SUV, Đã qua sử dụng, Nhập khẩu, 57.000 km, Tp.HCM, Số tự động, Diesel
42000000,https://oto.com.vn/mua-ban-xe-toyota-camry-hcm/ban-san-xuat-1987-xe-nhap-aidxc6832794,5," Toyota Camry 1987 - 42 triệu
            ", 1987, Sedan, Đã qua sử dụng, Nhập khẩu, 125.000 km, Tp.HCM, Số tay, Xăng
322000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/can-ban-2009-v-tu-dong-mau-vang-cat-con-dep-moi-aidxc8551581,7," Toyota Innova 2.0V 2009 - 322 triệu
            ", 2009, MPV, Đã qua sử dụng, Trong nước, 87.000 km, Tp.HCM, Số tự động, Xăng
529000000,https://oto.com.vn/mua-ban-xe-toyota-vios-hai-phong/ban-g-san-xuat-2020-mau-den-aidxc8567743,5," Toyota Vios 1.5G AT 2020 - 529 triệu
            ", 2020, Sedan, Đã qua sử dụng, Trong nước, 29.000 km, Hải Phòng, Số tự động, Xăng
3400000000,https://oto.com.vn/mua-ban-xe-toyota-land-cruiser-ha-noi/ban-xe-landcruiser-57v8-ban-xuat-my-bien-dep-xe-san-xuat-2013-dang-ky-2015-dep-xuat-sac-aidxc5286575,5," Toyota Land Cruiser 5.7 V8 2013 - 3 tỉ 400 triệu
            ", 2013, SUV, Đã qua sử dụng, Nhập khẩu, 83.000 km, Hà Nội, Số tự động, Xăng
515000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ha-noi/ban-18g-nam-2014-anh-kim-aidxc8601656,5," Toyota Corolla Altis 1.8G 2014 - 515 triệu
            ", 2014, Sedan, Đã qua sử dụng, Trong nước, 62.000 km, Hà Nội, Số tự động, Xăng
435000000,https://oto.com.vn/mua-ban-xe-toyota-camry-phu-tho/can-ban-gap-24g-san-xuat-nam-2008-aidxc3119851,5," Toyota Camry 2008 - 435 triệu
            ", 2008, Sedan, Đã qua sử dụng, Trong nước, 180.000 km, Phú Thọ, Số tự động, Xăng
1000000000,https://oto.com.vn/mua-ban-xe-toyota-camry-ha-noi/chinh-chu-ban-xe-20e-san-xuat-2019-sieu-luot-aidxc3718967,5," Toyota Camry 2.0E 2019 - 1 tỉ
            ", 2019, Sedan, Đã qua sử dụng, Trong nước, 9.778 km, Hà Nội, Số tự động, Xăng
585000000,https://oto.com.vn/mua-ban-xe-toyota-venza-phu-tho/ban-xe-at-san-xuat-2009-dang-ky-2010-nhap-my-gia-595tr-aidxc3116650,5," Toyota Venza 2009 - 585 triệu
            ", 2009, CUV, Đã qua sử dụng, Nhập khẩu, 86.000 km, Phú Thọ, Số tự động, Xăng
218000000,https://oto.com.vn/mua-ban-xe-toyota-vios-phu-tho/can-ban-xe-doi-2008-mau-bac-so-san-2008-trieu-aidxc3404186,5," Toyota Vios 2008 - 218 triệu
            ", 2008, Sedan, Đã qua sử dụng, Trong nước, 160.000 km, Phú Thọ, Số tay, Xăng
105000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-phu-tho/ban-xe-13mt-2001-gia-105-trieu-aidxc3379546,5," Toyota Corolla 2001 - 105 triệu
            ", 2001, Sedan, Đã qua sử dụng, Trong nước, 22.000 km, Phú Thọ, Số tay, Xăng
365000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hai-phong/ban-san-xuat-2014-mau-bac-aidxc3183120,7," Toyota Innova 2.0E 2014 - 365 triệu
            ", 2014, MPV, Đã qua sử dụng, Trong nước, 70.000 km, Hải Phòng, Số tay, Xăng
932000000,https://oto.com.vn/mua-ban-xe-toyota-camry-can-tho/ban-20g-2019-luot-39000km-full-phu-kien-aidxc8135827,5," Toyota Camry 2.0G 2019 - 932 triệu
            ", 2019, Sedan, Đã qua sử dụng, Nhập khẩu, 39.000 km, Cần Thơ, Số tự động, Xăng
279000000,https://oto.com.vn/mua-ban-xe-toyota-yaris-hai-phong/ban-13at-so-tu-dong-san-xuat-2007-it-su-dung-dep-chat-khoi-ban-aidxc8605223,5," Toyota Yaris E 1.3 AT 2007 - 279 triệu
            ", 2007, Sedan, Đã qua sử dụng, Nhập khẩu, 90.000 km, Hải Phòng, Số tự động, Xăng
448000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2015-so-tu-dong-dong-v-mau-vang-cat-aidxc8620135,7," Toyota Innova 2.0V 2015 - 448 triệu
            ", 2015, MPV, Đã qua sử dụng, Trong nước, 83.000 km, Tp.HCM, Số tự động, Xăng
495000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/ban-sportivo-trd-27-so-tu-dong-doi-2012-mau-trang-tuyet-dep-aidxc8028549,7," Toyota Fortuner 2.7 V 4X2 AT 2012 - 495 triệu
            ", 2012, SUV, Đã qua sử dụng, Trong nước, 59.000 km, Tp.HCM, Số tự động, Xăng
486000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/xe-g-san-xuat-2009-486tr-aidxc9055707,7," Toyota Fortuner 2.4G 4x2 2009 - 486 triệu
            ", 2009, SUV, Đã qua sử dụng, Trong nước, 167.000 km, Tp.HCM, Số tay, Diesel
240000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/gia-dinh-can-ban-20g-san-xuat-2007-mau-bac-may-xin-bao-test-co-thuong-luong-aidxc9055708,7," Toyota Innova 2.0G 2007 - 240 triệu
            ", 2007, MPV, Đã qua sử dụng, Trong nước, 168.000 km, Tp.HCM, Số tay, Xăng
265000000,https://oto.com.vn/mua-ban-xe-toyota-innova-dong-nai/can-ban-ngay-g-doi-2009-mau-bac-xe-rat-moi-xe-tot-thien-chi-ban-luon-aidxc9055713,7," Toyota Innova 2.0G 2009 - 265 triệu
            ", 2009, MPV, Đã qua sử dụng, Trong nước, 168.000 km, Đồng Nai, Số tay, Xăng
756000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/2017-so-san-may-dau-mau-xam-bac-aidxc7992370,7," Toyota Fortuner 2.4 MT 4x2 2017 - 756 triệu
            ", 2017, SUV, Đã qua sử dụng, Nhập khẩu, 93.000 km, Tp.HCM, Số tay, Diesel
496000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2018-nam-20e-mt-may-xang-mau-xam-bac-aidxc8767547,7," Toyota Innova 2.0E 2018 - 496 triệu
            ", 2018, MPV, Đã qua sử dụng, Trong nước, 57.000 km, Tp.HCM, Số tay, Xăng
450000000,https://oto.com.vn/mua-ban-xe-toyota-vios-quang-ngai/2019-e-at-xe-nguyen-zin-bao-test-hang-xem-xe-tphcm-aidxc8844744,5," Toyota Vios 2019 - 450 triệu
            ", 2019, Sedan, Đã qua sử dụng, Trong nước, 56.000 km, Quảng Ngãi, Số tự động, Xăng
605000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-hcm/ban-xe-18g-nam-2018-mau-nau-xe-cuc-moi-co-tra-gop-aidxc11066692,5," Toyota Corolla Altis 1.8G 2018 - 605 triệu
            ", 2018, Sedan, Đã qua sử dụng, Trong nước, 60.000 km, Tp.HCM, Số tự động, Xăng
596000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/ban-2015-so-tu-dong-may-xang-mau-bac-aidxc7656391,7," Toyota Fortuner 2.7 V 4X2 AT 2015 - 596 triệu
            ", 2015, SUV, Đã qua sử dụng, Trong nước, 67.000 km, Tp.HCM, Số tự động, Xăng
850000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-can-tho/ban-g-2018-luot-44000km-full-phu-kien-aidxc9055671,7," Toyota Fortuner 2.4G 4x2 2018 - 850 triệu
            ", 2018, SUV, Đã qua sử dụng, Nhập khẩu, 44.000 km, Cần Thơ, Số tay, Diesel
3450000000,https://oto.com.vn/mua-ban-xe-toyota-land-cruiser-ha-noi/ban-vx-46-v8-sx-nam-2016-aidxc3428851,5," Toyota Land Cruiser VX 4.6 V8 2016 - 3 tỉ 450 triệu
            ", 2016, SUV, Đã qua sử dụng, Nhập khẩu, 63.000 km, Hà Nội, Số tự động, Xăng
205000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hai-duong/can-ban-lai-xe-20e-san-xuait-2007-lien-he-xem-xe-truc-tiep-aidxc8060357,7," Toyota Innova 2.0E 2007 - 205 triệu
            ", 2007, MPV, Đã qua sử dụng, Trong nước, 17.000 km, Hải Dương, Số tay, Xăng
1630000000,https://oto.com.vn/mua-ban-xe-toyota-land-cruiser-prado-ha-noi/ban-xe-prado-txl-27l-model-2016-san-xuat-nam-2015-aidxc6893387,5," Toyota Land Cruiser Prado TXL 2015 - 1 tỉ 630 triệu
            ", 2015, SUV, Đã qua sử dụng, Nhập khẩu, 68.000 km, Hà Nội, Số tự động, Xăng
635000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ha-noi/can-ban-lai-xe-18g-nam-2018-moi-95-gia-chi-635tr-aidxc7731223,5," Toyota Corolla Altis 1.8G 2018 - 635 triệu
            ", 2018, Sedan, Đã qua sử dụng, Trong nước, 52.000 km, Hà Nội, Số tự động, Xăng
3450000000,https://oto.com.vn/mua-ban-xe-toyota-land-cruiser-ha-noi/can-ban-xe-vx-46-v8-nam-2016-aidxc3472892,5," Toyota Land Cruiser VX 4.6 V8 2016 - 3 tỉ 450 triệu
            ", 2016, SUV, Đã qua sử dụng, Nhập khẩu, 10.000 km, Hà Nội, Số tự động, Xăng
370000000,https://oto.com.vn/mua-ban-xe-toyota-vios-can-tho/ban-15e-2017-so-san-sieu-tiet-kiem-ho-tro-vay-ngan-hang-aidxc9055665,5," Toyota Vios 1.5E MT 2017 - 370 triệu
            ", 2017, Sedan, Đã qua sử dụng, Trong nước, 107.000 km, Cần Thơ, Số tay, Xăng
335000000,https://oto.com.vn/mua-ban-xe-toyota-wigo-can-tho/ban-tu-dong-2019-xe-gia-dinh-chay-ky-so-cua-chua-ha-aidxc6990663,5," Toyota Wigo 1.2 G AT 2019 - 335 triệu
            ", 2019, Hatchback, Đã qua sử dụng, Nhập khẩu, 71.000 km, Cần Thơ, Số tự động, Xăng
335000000,https://oto.com.vn/mua-ban-xe-toyota-wigo-an-giang/ban-tu-dong-2019-xe-gia-dinh-chay-ky-so-cua-chua-ha-aidxc6990664,5," Toyota Wigo 1.2 G AT 2019 - 335 triệu
            ", 2019, Hatchback, Đã qua sử dụng, Nhập khẩu, 71.000 km, An Giang, Số tự động, Xăng
265000000,https://oto.com.vn/mua-ban-xe-toyota-wigo-ha-noi/can-ban-lai-xe-doi-2019-chinh-chu-gia-tot-265tr-aidxc6933897,5," Toyota Wigo 1.2 G MT 2019 - 265 triệu
            ", 2019, Hatchback, Đã qua sử dụng, Nhập khẩu, 21.000 km, Hà Nội, Số tay, Xăng
590000000,https://oto.com.vn/mua-ban-xe-toyota-yaris-hcm/can-ban-gap-san-xuat-2019-gia-tot-aidxc3478340,5," Toyota Yaris 1.5G 2019 - 590 triệu
            ", 2019, Hatchback, Đã qua sử dụng, Nhập khẩu, 16.670 km, Tp.HCM, Số tự động, Xăng
515000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/xe-doi-2012-it-su-dung-gia-515tr-aidxc3478635,7," Toyota Fortuner 2012 - 515 triệu
            ", 2012, SUV, Đã qua sử dụng, Trong nước, 86.456 km, Hà Nội, Số tự động, Xăng
428000000,https://oto.com.vn/mua-ban-xe-toyota-vios-hai-phong/ban-g-san-xuat-2016-form-2017-da-do-30-trieu-do-choi-aidxc9283716,5," Toyota Vios 1.5G AT 2016 - 428 triệu
            ", 2016, Sedan, Đã qua sử dụng, Trong nước, 72.000 km, Hải Phòng, Số tự động, Xăng
573000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ha-noi/ban-o-to-san-xuat-2015-xe-gia-dinh-gia-chi-573tr-aidxc3469949,5," Toyota Corolla Altis 1.8G AT 2015 - 573 triệu
            ", 2015, Sedan, Đã qua sử dụng, Trong nước, 75.000 km, Hà Nội, Số tự động, Xăng
573000000,https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ha-noi/ban-xe-doi-2015-xe-gia-dinh-gia-tot-573tr-aidxc3469959,5," Toyota Corolla Altis 1.8G AT 2015 - 573 triệu
            ", 2015, Sedan, Đã qua sử dụng, Trong nước, 75.000 km, Hà Nội, Số tự động, Xăng
570000000,https://oto.com.vn/mua-ban-xe-toyota-innova-binh-duong/ban-20e-san-xuat-nam-2018-gia-canh-tranh-aidxc3363937,7," Toyota Innova 2.0E 2018 - 570 triệu
            ", 2018, MPV, Đã qua sử dụng, Trong nước, 53.000 km, Bình Dương, Số tay, Xăng
580000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hai-phong/ban-doi-2016-xe-dep-gia-tot-aidxc3449190,7," Toyota Innova 2.0V 2016 - 580 triệu
            ", 2016, MPV, Đã qua sử dụng, Trong nước, 46.000 km, Hải Phòng, Số tự động, Xăng
465000000,https://oto.com.vn/mua-ban-xe-toyota-sienna-hcm/xe-le-35-2007-tu-dong-7-cho-mau-vang-aidxc3402424,7," Toyota Sienna LE 3.5 AT FWD 2007 - 465 triệu
            ", 2007, Van/Minivan, Đã qua sử dụng, Nhập khẩu, 76.000 km, Tp.HCM, Số tự động, Xăng
625000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/20e-bien-vip-trum-men-2-nam-nhu-moi-aidxc3460509,7," Toyota Innova 2.0E 2018 - 625 triệu
            ", 2018, MPV, Đã qua sử dụng, Trong nước, 29.000 km, Tp.HCM, Số tay, Xăng
635000000,https://oto.com.vn/mua-ban-xe-toyota-yaris-ha-noi/ban-xe-15g-san-xuat-nam-2019-aidxc3452863,5," Toyota Yaris 1.5G 2019 - 635 triệu
            ", 2019, Hatchback, Đã qua sử dụng, Trong nước, 5.000 km, Hà Nội, Số tự động, Xăng
445000000,https://oto.com.vn/mua-ban-xe-toyota-innova-hai-phong/ban-san-xuat-2016-model-2017-aidxc3424670,7," Toyota Innova 2.0E 2016 - 445 triệu
            ", 2016, MPV, Đã qua sử dụng, Trong nước, 70.000 km, Hải Phòng, Số tay, Xăng
350000000,https://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/ban-o-to-2014-form-moi-2015-ban-20e-aidxc3460454,7," Toyota Innova 2.0E 2014 - 350 triệu
            ", 2014, MPV, Đã qua sử dụng, Trong nước, 6.789 km, Hà Nội, Số tay, Xăng
585000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/ban-27v-nam-2015-gia-canh-tranh-aidxc3438645,5," Toyota Fortuner 2015 - 585 triệu
            ", 2015, SUV, Đã qua sử dụng, Trong nước, 60.000 km, Hà Nội, Số tự động, Xăng
335000000,https://oto.com.vn/mua-ban-xe-toyota-yaris-ha-noi/chinh-chu-ban-at-15-rat-dep-aidxc3469850,5," Toyota Yaris 1.5G 2012 - 335 triệu
            ", 2012, Hatchback, Đã qua sử dụng, Nhập khẩu, 90.000 km, Hà Nội, Số tự động, Xăng
845000000,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/ban-xe-full-xang-2-cau-2017-aidxc5316538,7," Toyota Fortuner 2.7 V 4X4 AT 2017 - 845 triệu
            ", 2017, SUV, Đã qua sử dụng, Nhập khẩu, 60.000 km, Hà Nội, Số tự động, Xăng
