name,brand,source_url,type,origin,km_driven,external_color,seats,engine_capacity,fuels,transmission,wheel_drive,price,year
Chevrolet Spark Duo,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-spark-duo-12mt-2009-19508.html,Hatchback,Lắp ráp trong nước,65000,Bạc,,1.2,Xăng,Số sàn,,185000000,2009
Chevrolet Spark Duo,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-spark-duo-12mt-2013-19507.html,Hatchback,Lắp ráp trong nước,21000,Bạc,,1.2,Xăng,Số sàn,,268000000,2013
Chevrolet Spark Duo,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-spark-duo-12mt-2009-19506.html,Hatchback,Lắp ráp trong nước,60000,Bạc,,1.2,Xăng,Số sàn,,148000000,2009
Chevrolet Spark Duo,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-spark-duo-12mt-2013-19505.html,Hatchback,Lắp ráp trong nước,20700,Bạc,,1.2,Xăng,Số sàn,,295000000,2013
Honda Accord,,https://www.sanxehot.vn/mua-ban-xe/honda-accord-at-2009-19503.html,Sedan,Nhập khẩu,65000,Ghi xám,,,Xăng,Tự động,,730000000,2009
Chevrolet Spark Van,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-spark-van-10at-2014-19502.html,Hatchback,Lắp ráp trong nước,28000,Trắng,,1.0,Xăng,Tự động,,3255000000,2014
Chevrolet Spark Duo,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-spark-duo-12mt-2011-19501.html,Hatchback,Lắp ráp trong nước,50000,Bạc,,1.2,Xăng,Số sàn,,179000000,2011
Chevrolet Spark Duo,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-spark-duo-12mt-2016-19500.html,Hatchback,Lắp ráp trong nước,3900,Trắng,,1.2,Xăng,Số sàn,,245000000,2016
Chevrolet Spark Van,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-spark-van-10mt-2013-19498.html,Hatchback,Lắp ráp trong nước,23000,Xanh lá,,1.0,Xăng,Số sàn,,310000000,2013
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20mt-2015-19496.html,Sedan,Lắp ráp trong nước,30000,Ghi xám,,2.0,Xăng,Số sàn,,595000000,2015
Lexus LS,,https://www.sanxehot.vn/mua-ban-xe/lexus-ls-460l-at-2009-19495.html,Sedan,Nhập khẩu,37000,Đen,,,Xăng,Tự động,,1650000000,2009
Chevrolet Captiva,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-captiva-mt-2007-19494.html,SUV 7 chỗ,Lắp ráp trong nước,90000,Đen,,,Xăng,Số sàn,,335000000,2007
KIA Morning / Picanto,,https://www.sanxehot.vn/mua-ban-xe/kia-picanto-at-2013-19493.html,Hatchback,Lắp ráp trong nước,27000,Vàng chanh,,,Xăng,Tự động,,370000000,2013
Toyota Altis,,https://www.sanxehot.vn/mua-ban-xe/toyota-altis-18g-2014-19492.html,Sedan,Lắp ráp trong nước,48000,Bạc,,1.8,Xăng,Số sàn,,670000000,2014
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-20g-2009-19486.html,7 chỗ đa dụng,Lắp ráp trong nước,70000,Bạc,,2.0,Xăng,Số sàn,,530000000,2009
Toyota Venza,,https://www.sanxehot.vn/mua-ban-xe/toyota-venza-27at-2010-19485.html,SUV 7 chỗ,Nhập khẩu,27000,Trắng,,2.7,Xăng,Tự động,,1120000000,2010
Toyota Fortuner,,https://www.sanxehot.vn/mua-ban-xe/toyota-fortuner-v-25mt-2013-19483.html,SUV 7 chỗ,Lắp ráp trong nước,50000,Bạc,,2.5,Xăng,Số sàn,,825000000,2013
Toyota Hiace,,https://www.sanxehot.vn/mua-ban-xe/toyota-hiace-25mt-2011-19481.html,16 chỗ,Lắp ráp trong nước,115000,Xanh Dương,,2.5,Diesel,Số sàn,,530000000,2011
Mercedes-Benz C-class,,https://www.sanxehot.vn/mua-ban-xe/mercedes-benz-c-class-c250-2010-19478.html,Sedan,Lắp ráp trong nước,45000,Đen,,,Xăng,Tự động,,790000000,2010
Toyota Fortuner,,https://www.sanxehot.vn/mua-ban-xe/toyota-fortuner-25mt-2011-19477.html,SUV 7 chỗ,Lắp ráp trong nước,78000,Bạc,,2.5,Diesel,Số sàn,,780000000,2011
Toyota Fortuner,,https://www.sanxehot.vn/mua-ban-xe/toyota-fortuner-27at-2013-19476.html,SUV 7 chỗ,Lắp ráp trong nước,20000,Đen,,2.7,Xăng,Tự động,,868000000,2013
Toyota Camry,,https://www.sanxehot.vn/mua-ban-xe/toyota-camry-g-25at-2013-19475.html,Sedan,Lắp ráp trong nước,31000,Đen,,2.5,Xăng,Tự động,,980000000,2013
Toyota Sienna,,https://www.sanxehot.vn/mua-ban-xe/toyota-sienna-27at-2011-19474.html,7 chỗ đa dụng,Nhập khẩu,50000,Vàng cát,,2.7,Xăng,Tự động,,1900000000,2011
Toyota Fortuner,,https://www.sanxehot.vn/mua-ban-xe/toyota-fortunner-25g-2014-19473.html,SUV 7 chỗ,Lắp ráp trong nước,25115,Ghi xám,,2.5,Diesel,Số sàn,,880000000,2014
Toyota Vios,,https://www.sanxehot.vn/mua-ban-xe/toyota-vios-15mt-2009-19270.html,Sedan,Lắp ráp trong nước,55000,Bạc,,1.5,Xăng,Số sàn,,346000000,2009
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-xlt-30at-2003-19471.html,SUV 5 chỗ,Lắp ráp trong nước,79000,Đen,,3.0,Xăng,Tự động,,250000000,2003
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-30at-2002-19470.html,SUV 5 chỗ,Lắp ráp trong nước,140000,Vàng cát,,3.0,Xăng,Tự động,,210000000,2002
Ford Transit,,https://www.sanxehot.vn/mua-ban-xe/ford-transit-24mt-2015-19468.html,16 chỗ,Lắp ráp trong nước,30000,Bạc,,2.4,Diesel,Số sàn,,739000000,2015
Ford Transit,,https://www.sanxehot.vn/mua-ban-xe/ford-transit-24mt-2015-19469.html,16 chỗ,Lắp ráp trong nước,94000,Bạc,,2.4,Diesel,Số sàn,,750000000,2015
Ford Ranger,,https://www.sanxehot.vn/mua-ban-xe/ford-ranger-25mt-2009-19467.html,Bán tải,Lắp ráp trong nước,112000,Vàng cát,,2.5,Diesel,Số sàn,,395000000,2009
Ford Fiesta,,https://www.sanxehot.vn/mua-ban-xe/ford-fiesta-15at-2014-19466.html,Hatchback,Lắp ráp trong nước,10000,Xanh Dương,,1.5,Xăng,Tự động,,559000000,2014
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-25mt-2010-19465.html,SUV 7 chỗ,Lắp ráp trong nước,120000,Bạc,,2.5,Diesel,Số sàn,,570000000,2010
Ford Transit,,https://www.sanxehot.vn/mua-ban-xe/ford-transit-24mt-2007-19464.html,16 chỗ,Lắp ráp trong nước,107000,Bạc,,2.4,Diesel,Số sàn,,450000000,2007
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-10at-2010-19463.html,Hatchback,Nhập khẩu,33000,Đỏ,,1.0,Xăng,Tự động,,355000000,2010
Toyota Fortuner,,https://www.sanxehot.vn/mua-ban-xe/toyota-fortuner-27-4x2at-2014-19462.html,SUV 7 chỗ,Lắp ráp trong nước,28000,Đen,,2.7,Xăng,Tự động,,875000000,2014
Ford Transit,,https://www.sanxehot.vn/mua-ban-xe/ford-transit-24mt-2009-17639.html,16 chỗ,Lắp ráp trong nước,190000,Bạc,,2.4,Diesel,Số sàn,,550000000,2009
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-10mt-2009-19461.html,Hatchback,Lắp ráp trong nước,68300,Bạc,,1.0,Xăng,Số sàn,,235000000,2009
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-10at-2011-19459.html,Hatchback,Lắp ráp trong nước,28000,Vàng,,1.0,Xăng,Tự động,,315000000,2011
Toyota Camry,,https://www.sanxehot.vn/mua-ban-xe/toyota-camry-q-25at-2015-19458.html,Sedan,Lắp ráp trong nước,9000,Vàng cát,,2.5,Xăng,Tự động,,1270000000,2015
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-10mt-2010-19457.html,Hatchback,Lắp ráp trong nước,50000,Trắng,,1.0,Xăng,Số sàn,,265000000,2010
KIA Sedona,,https://www.sanxehot.vn/mua-ban-xe/kia-sedona-33at-2015-19456.html,7 chỗ đa dụng,Lắp ráp trong nước,14000,Trắng,,3.3,Xăng,Tự động,,1279000000,2015
Toyota Yaris,,https://www.sanxehot.vn/mua-ban-xe/toyota-yaris-13at-2007-19455.html,Hatchback,Nhập khẩu,47000,Xanh Dương,,1.3,Xăng,Tự động,,435000000,2007
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-10mt-2012-19453.html,Hatchback,Lắp ráp trong nước,60000,Trắng,,1.0,Xăng,Số sàn,,220000000,2012
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-10mt-2010-19452.html,Hatchback,Lắp ráp trong nước,60000,Xanh Dương,,1.0,Xăng,Số sàn,,228000000,2010
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-125at-2011-19451.html,Hatchback,Lắp ráp trong nước,100000,Vàng,,1.25,Xăng,Tự động,,303000000,2011
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-v-at-2015-19450.html,7 chỗ đa dụng,Lắp ráp trong nước,51000,Bạc,,,Xăng,Tự động,,805000000,2015
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-11at-2011-19449.html,Hatchback,Lắp ráp trong nước,54000,Vàng cát,,1.1,Xăng,Tự động,,316000000,2011
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-10mt-2009-19447.html,Hatchback,Lắp ráp trong nước,100000,Bạc,,1.0,Xăng,Số sàn,,210000000,2009
Toyota Fortuner,,https://www.sanxehot.vn/mua-ban-xe/toyota-fortuner-27at-2009-19446.html,SUV 7 chỗ,Lắp ráp trong nước,90000,Ghi xám,,2.7,Xăng,Tự động,,675000000,2009
KIA Sorento,,https://www.sanxehot.vn/mua-ban-xe/kia-sorento-24at-2010-19445.html,SUV 7 chỗ,Nhập khẩu,70000,Đen,,2.4,Xăng,Tự động,,645000000,2010
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-125at-2015-19444.html,Hatchback,Lắp ráp trong nước,12000,Nâu,,1.25,Xăng,Tự động,,395000000,2015
Toyota Altis,,https://www.sanxehot.vn/mua-ban-xe/toyota-altis-18g-2012-19443.html,Sedan,Lắp ráp trong nước,45000,Đen,,1.8,Xăng,Số sàn,,705000000,2012
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-11at-2010-19442.html,Hatchback,Lắp ráp trong nước,42000,Ghi xám,,1.1,Xăng,Tự động,,289000000,2010
Ford Ranger,,https://www.sanxehot.vn/mua-ban-xe/ford-ranger-xls-32at-2015-18174.html,Bán tải,Lắp ráp trong nước,18000,Vàng cát,,3.2,Diesel,Tự động,,620000000,2015
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-10at-2013-17196.html,Hatchback,Nhập khẩu,20000,Xanh lá,,1.0,Xăng,Tự động,,286000000,2013
KIA Carens,,https://www.sanxehot.vn/mua-ban-xe/kia-carens-20at-2009-17195.html,7 chỗ đa dụng,Lắp ráp trong nước,60000,Ghi xám,,2.0,Xăng,Tự động,,420000000,2009
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-10at-2013-17194.html,Hatchback,Nhập khẩu,20000,Trắng,,1.0,Xăng,Tự động,,270000000,2013
KIA Sorento,,https://www.sanxehot.vn/mua-ban-xe/kia-sorento-24at-2012-17193.html,SUV 7 chỗ,Lắp ráp trong nước,50000,Ghi xám,,2.4,Xăng,Tự động,,739000000,2012
KIA Sorento,,https://www.sanxehot.vn/mua-ban-xe/kia-sorento-20at-2010-17192.html,SUV 7 chỗ,Nhập khẩu,70000,Đen,,2.0,Xăng,Tự động,,655000000,2010
Kia Forte,,https://www.sanxehot.vn/mua-ban-xe/kia-forte-16at-2010-17191.html,Sedan,Nhập khẩu,50000,Bạc,,1.6,Xăng,Tự động,,485000000,2010
KIA Carens,,https://www.sanxehot.vn/mua-ban-xe/kia-carens-20at-2009-17180.html,7 chỗ đa dụng,Nhập khẩu,70000,Bạc,,2.0,Diesel,Tự động,,465000000,2009
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-10mt-2009-17178.html,Hatchback,Nhập khẩu,63000,Xanh Dương,,1.0,Xăng,Số sàn,,205000000,2009
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-10at-2014-17177.html,Hatchback,Nhập khẩu,20000,Đỏ,,1.0,Xăng,Tự động,,296000000,2014
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-25mt-2011-17448.html,SUV 7 chỗ,Lắp ráp trong nước,80000,Trắng,,2.5,Diesel,Số sàn,,650000000,2011
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-xls-23at-2011-19332.html,SUV 5 chỗ,Lắp ráp trong nước,70000,Hồng phấn,,2.3,Xăng,Tự động,,558000000,2011
Ford Escape,,https://www.sanxehot.vn/mua-ban-xe/ford-escape-v6-30at-2004-19310.html,SUV 5 chỗ,Lắp ráp trong nước,90000,Trắng,,3.0,Xăng,Tự động,,285000000,2004
Mercedes-Benz E-class,,https://www.sanxehot.vn/mua-ban-xe/mercedes-benz-e350-coupe-25at-2010-19436.html,Sedan,Nhập khẩu,30000,Đen,,2.5,Xăng,Tự động,,1160000000,2010
Mercedes-Benz C-class,,https://www.sanxehot.vn/mua-ban-xe/mercedes-benz-c200-kompressor-20at-2001-19435.html,Sedan,Lắp ráp trong nước,295000,Đen,,2.0,Xăng,Tự động,,250000000,2001
Mitsubishi Jolie,,https://www.sanxehot.vn/mua-ban-xe/mitsubishi-jolie-20mt-2005-19433.html,SUV 7 chỗ,Lắp ráp trong nước,40000,Bạc,,2.0,Xăng,Số sàn,,286000000,2005
Mitsubishi Outlander,,https://www.sanxehot.vn/mua-ban-xe/mitsubishi-outlander-20at-2014-19432.html,SUV 5 chỗ,Lắp ráp trong nước,16000,Trắng,,2.0,Xăng,Tự động,,880000000,2014
Mitsubishi Mirage,,https://www.sanxehot.vn/mua-ban-xe/mitsubishi-mirage-20at-2013-19431.html,Hatchback,Lắp ráp trong nước,30000,Đỏ,,2.0,Xăng,Tự động,,420000000,2013
Kia Forte,,https://www.sanxehot.vn/mua-ban-xe/kia-forte-16at-2009-17172.html,Sedan,Nhập khẩu,65000,Bạc,,1.6,Xăng,Tự động,,475000000,2009
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-10mt-2011-17167.html,Hatchback,Lắp ráp trong nước,60000,Bạc,,1.0,Xăng,Số sàn,,260000000,2011
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-10at-2010-17166.html,Hatchback,Lắp ráp trong nước,51000,Ghi xám,,1.0,Xăng,Tự động,,299000000,2010
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-11mt-2009-17163.html,Hatchback,Nhập khẩu,50000,Trắng,,1.1,Xăng,Số sàn,,268000000,2009
Hyundai i10,,https://www.sanxehot.vn/mua-ban-xe/hyundai-i10-grand-12at-2015-19430.html,Hatchback,Nhập khẩu,40000,Trắng,,1.2,Xăng,Tự động,,465000000,2015
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-11at-2011-17160.html,Hatchback,Lắp ráp trong nước,58000,Ghi xám,,1.1,Xăng,Tự động,,305000000,2011
KIA K3,,https://www.sanxehot.vn/mua-ban-xe/kia-k3-16at-2015-17072.html,Sedan,Lắp ráp trong nước,40000,Đen,,1.6,Xăng,Tự động,,595000000,2015
KIA Carnival,,https://www.sanxehot.vn/mua-ban-xe/kia-carnival-20at-2008-17070.html,7 chỗ đa dụng,Lắp ráp trong nước,90000,Bạc,,2.0,Xăng,Tự động,,345000000,2008
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-11mt-2012-17064.html,Hatchback,Lắp ráp trong nước,50000,Ghi xám,,1.1,Xăng,Số sàn,,282000000,2012
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-11at-2015-17062.html,Hatchback,Nhập khẩu,12000,Bạc,,1.1,Xăng,Tự động,,324000000,2015
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-11at-2007-17061.html,Hatchback,Nhập khẩu,80000,Bạc,,1.1,Xăng,Tự động,,268000000,2007
Kia Cerato,,https://www.sanxehot.vn/mua-ban-xe/kia-cerato-16at-2011-17059.html,Sedan,Nhập khẩu,40000,Đỏ đô,,1.6,Xăng,Tự động,,555000000,2011
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-10at-2012-17058.html,Hatchback,Nhập khẩu,20000,Trắng,,1.0,Xăng,Tự động,,256000000,2012
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-10at-2012-16830.html,Hatchback,Nhập khẩu,20000,Trắng,,1.0,Xăng,Tự động,,255000000,2012
KIA Sorento,,https://www.sanxehot.vn/mua-ban-xe/kia-sorento-16at-2012-16831.html,SUV 7 chỗ,Nhập khẩu,10000,Ghi xám,,1.6,Xăng,Tự động,,665000000,2012
Kia Forte,,https://www.sanxehot.vn/mua-ban-xe/kia-forte-16mt-2013-16612.html,Sedan,Lắp ráp trong nước,38000,Trắng,,1.6,Xăng,Số sàn,,468000000,2013
KIA Sorento,,https://www.sanxehot.vn/mua-ban-xe/kia-sorento-24at-2012-16614.html,SUV 7 chỗ,Lắp ráp trong nước,33000,Bạc,,2.4,Xăng,Tự động,,730000000,2012
KIA Rondo,,https://www.sanxehot.vn/mua-ban-xe/kia-rondo-17at-2016-16605.html,7 chỗ đa dụng,Lắp ráp trong nước,12000,Vàng cát,,1.7,Diesel,Tự động,,730000000,2016
KIA Carens,,https://www.sanxehot.vn/mua-ban-xe/kia-carens-20mt-2008-16860.html,7 chỗ đa dụng,Nhập khẩu,100000,Bạc,,2.0,Diesel,Số sàn,,395000000,2008
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-10at-2012-16861.html,Hatchback,Nhập khẩu,30000,Trắng,,1.0,Xăng,Tự động,,260000000,2012
KIA Carens,,https://www.sanxehot.vn/mua-ban-xe/kia-carens-20at-2010-16864.html,7 chỗ đa dụng,Lắp ráp trong nước,57000,Đen,,2.0,Xăng,Tự động,,465000000,2010
KIA Carens,,https://www.sanxehot.vn/mua-ban-xe/kia-carens-20mt-2012-16862.html,7 chỗ đa dụng,Lắp ráp trong nước,60000,Bạc,,2.0,Xăng,Số sàn,,445000000,2012
KIA Sportage,,https://www.sanxehot.vn/mua-ban-xe/kia-sportage-20at-2016-16863.html,SUV 5 chỗ,Nhập khẩu,9000,Bạc,,2.0,Xăng,Tự động,,1080000000,2016
Kia Forte,,https://www.sanxehot.vn/mua-ban-xe/kia-forte-16at-2009-16866.html,Sedan,Nhập khẩu,70000,Ghi xám,,1.6,Xăng,Tự động,,460000000,2009
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-11at-2007-16828.html,Hatchback,Nhập khẩu,70000,Bạc,,1.1,Xăng,Tự động,,265000000,2007
Kia Cerato,,https://www.sanxehot.vn/mua-ban-xe/kia-cerato-16at-2011-16826.html,Sedan,Nhập khẩu,70000,Ghi xám,,1.6,Xăng,Tự động,,524000000,2011
KIA K3,,https://www.sanxehot.vn/mua-ban-xe/kia-k3-20at-2016-16678.html,Sedan,Lắp ráp trong nước,3000,Ghi xám,,2.0,Xăng,Tự động,,695000000,2016
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-10mt-2006-16676.html,Hatchback,Nhập khẩu,90000,Bạc,,1.0,Xăng,Số sàn,,222000000,2006
KIA K3,,https://www.sanxehot.vn/mua-ban-xe/kia-k3-20at-2015-16651.html,Sedan,Lắp ráp trong nước,10200,Đen,,2.0,Xăng,Tự động,,672000000,2015
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-11at-2010-16647.html,Hatchback,Nhập khẩu,50000,Ghi xám,,1.1,Xăng,Tự động,,328000000,2010
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-10at-2010-16645.html,Hatchback,Nhập khẩu,76000,Xanh Dương,,1.0,Xăng,Tự động,,330000000,2010
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-10at-2011-16644.html,Hatchback,Nhập khẩu,45000,Bạc,,1.0,Xăng,Tự động,,379000000,2011
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-10at-2011-16587.html,Hatchback,Lắp ráp trong nước,42000,Bạc,,1.0,Xăng,Tự động,,295000000,2011
KIA Sportage,,https://www.sanxehot.vn/mua-ban-xe/kia-sportage-20at-2013-16619.html,SUV 5 chỗ,Nhập khẩu,32000,Đen,,2.0,Xăng,Tự động,,735000000,2013
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-10at-2010-16603.html,Hatchback,Lắp ráp trong nước,70000,Bạc,,1.0,Xăng,Tự động,,275000000,2010
KIA K3,,https://www.sanxehot.vn/mua-ban-xe/kia-k3-20at-2016-16608.html,Sedan,Lắp ráp trong nước,2600,Ghi xám,,2.0,Xăng,Tự động,,730000000,2016
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-si-2015-16598.html,Hatchback,Lắp ráp trong nước,15000,Vàng cát,,1.25,Xăng,Tự động,,399000000,2015
KIA Sorento,,https://www.sanxehot.vn/mua-ban-xe/kia-sorento-20at-2009-16833.html,SUV 7 chỗ,Nhập khẩu,68000,Đen,,2.0,Diesel,Tự động,,778000000,2009
KIA K3,,https://www.sanxehot.vn/mua-ban-xe/kia-k3-20at-2014-16832.html,Sedan,Lắp ráp trong nước,43000,Trắng,,2.0,Xăng,Tự động,,678000000,2014
KIA Optima,,https://www.sanxehot.vn/mua-ban-xe/kia-optima-30at-2016-16829.html,Sedan,Nhập khẩu,15000,Đen,,3.0,Xăng,Tự động,,990000000,2016
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-si-2015-16827.html,Hatchback,Lắp ráp trong nước,19000,Ghi xám,,1.25,Xăng,Tự động,,420000000,2015
Hyundai Avante,,https://www.sanxehot.vn/mua-ban-xe/hyundai-avante-16mt-2012-19427.html,Sedan,Lắp ráp trong nước,35000,Đen,,1.6,Xăng,Số sàn,,430000000,2012
Mazda 3,,https://www.sanxehot.vn/mua-ban-xe/mazda-3-16at-2012-19426.html,Sedan,Lắp ráp trong nước,50000,Bạc,,1.6,Xăng,Tự động,,622000000,2012
Hyundai Getz,,https://www.sanxehot.vn/mua-ban-xe/hyundai-getz-11mt-2009-19425.html,Hatchback,Lắp ráp trong nước,90000,Bạc,,1.1,Xăng,Số sàn,,245000000,2009
Mazda CX-5,,https://www.sanxehot.vn/mua-ban-xe/mazda-cx-5-20at-2014-19421.html,SUV 5 chỗ,Lắp ráp trong nước,20600,Trắng,,2.0,Xăng,Tự động,,915000000,2014
Hyundai Veloster,,https://www.sanxehot.vn/mua-ban-xe/hyundai-veloster-16at-2012-19420.html,Hatchback,Nhập khẩu,26000,Vàng,,1.6,Xăng,Tự động,,620000000,2012
Hyundai i10,,https://www.sanxehot.vn/mua-ban-xe/hyundai-i10-11mt-2013-19419.html,Hatchback,Lắp ráp trong nước,45000,Bạc,,1.1,Xăng,Số sàn,,324000000,2013
Hyundai i10,,https://www.sanxehot.vn/mua-ban-xe/hyundai-i10-10mt-2015-19417.html,Hatchback,Lắp ráp trong nước,5000,Đen,,1.0,Xăng,Số sàn,,450000000,2015
Mitsubishi Grandis,,https://www.sanxehot.vn/mua-ban-xe/mitsubishi-grandis-24at-2009-19416.html,7 chỗ đa dụng,Lắp ráp trong nước,100000,Xanh Dương,,2.4,Xăng,Tự động,,380000000,2009
Mitsubishi Zinger,,https://www.sanxehot.vn/mua-ban-xe/mitsubishi-zinger-24mt-2012-19415.html,7 chỗ đa dụng,Lắp ráp trong nước,40000,Bạc,,2.4,Xăng,Số sàn,,469000000,2012
Hyundai Avante,,https://www.sanxehot.vn/mua-ban-xe/hyundai-avante-16at-2012-19404.html,Hatchback,Nhập khẩu,24500,Trắng,,1.6,Xăng,Tự động,,482000000,2012
Hyundai Santafe,,https://www.sanxehot.vn/mua-ban-xe/hyundai-santafe-22at-2015-19413.html,SUV 7 chỗ,Nhập khẩu,44000,Đen,,2.2,Xăng,Tự động,,1090000000,2015
Hyundai Avante,,https://www.sanxehot.vn/mua-ban-xe/hyundai-avante-16at-2013-19412.html,Sedan,Nhập khẩu,20000,Trắng,,1.6,Xăng,Tự động,,485000000,2013
Mitsubishi Grandis,,https://www.sanxehot.vn/mua-ban-xe/mitsubishi-grandis-24at-2009-19411.html,7 chỗ đa dụng,Lắp ráp trong nước,80000,Đen,,2.4,Xăng,Tự động,,585000000,2009
Hyundai Accent,,https://www.sanxehot.vn/mua-ban-xe/hyundai-accent-14at-2014-19410.html,Hatchback,Nhập khẩu,38000,Đỏ,,1.4,Xăng,Tự động,,525000000,2014
Mitsubishi Grandis,,https://www.sanxehot.vn/mua-ban-xe/mitsubishi-grandis-24at-2009-19409.html,7 chỗ đa dụng,Lắp ráp trong nước,50000,Bạc,,2.4,Xăng,Tự động,,622000000,2009
Mitsubishi Grandis,,https://www.sanxehot.vn/mua-ban-xe/mitsubishi-grandis-24at-2009-19407.html,7 chỗ đa dụng,Lắp ráp trong nước,40000,Bạc,,2.4,Xăng,Tự động,,636000000,2009
Mazda 3,,https://www.sanxehot.vn/mua-ban-xe/mazda-3s-16at-2014-19406.html,Sedan,Lắp ráp trong nước,33000,Trắng,,1.6,Xăng,Tự động,,632000000,2014
Hyundai i10,,https://www.sanxehot.vn/mua-ban-xe/hyundai-i10-12mt-2015-19402.html,Hatchback,Lắp ráp trong nước,30000,Bạc,,1.2,Xăng,Số sàn,,365000000,2015
Hyundai Getz,,https://www.sanxehot.vn/mua-ban-xe/hyundai-getz-11mt-2009-19401.html,Hatchback,Lắp ráp trong nước,7000,Xanh da trời,,1.1,Xăng,Số sàn,,300000000,2009
Hyundai Accent,,https://www.sanxehot.vn/mua-ban-xe/hyundai-accent-14at-2014-19400.html,Sedan,Nhập khẩu,37000,Trắng,,1.4,Xăng,Tự động,,530000000,2014
Hyundai Tucson,,https://www.sanxehot.vn/mua-ban-xe/hyundai-tucson-20at-2009-19398.html,SUV 5 chỗ,Nhập khẩu,46000,Bạc,,2.0,Xăng,Tự động,,648000000,2009
Toyota Highlander,,https://www.sanxehot.vn/mua-ban-xe/toyota-highlander-le-27at-2014-19157.html,SUV 7 chỗ,Lắp ráp trong nước,7000,Vàng cát,,2.7,Xăng,Tự động,,1220000000,2014
Hyundai Santafe,,https://www.sanxehot.vn/mua-ban-xe/hyundai-santafe-20at-2009-19389.html,SUV 7 chỗ,Nhập khẩu,65000,Đen,,2.0,Diesel,Tự động,,750000000,2009
Hyundai i30,,https://www.sanxehot.vn/mua-ban-xe/hyundai-i30-16at-2008-19387.html,Hatchback,Nhập khẩu,80000,Bạc,,1.6,Xăng,Tự động,,435000000,2008
Hyundai Elantra,,https://www.sanxehot.vn/mua-ban-xe/hyundai-elantra-16at-2015-19385.html,Sedan,Nhập khẩu,16000,Nâu,,1.6,Xăng,Tự động,,645000000,2015
Honda CR-V,,https://www.sanxehot.vn/mua-ban-xe/honda-cr-v-24at-2014-17197.html,SUV 5 chỗ,Lắp ráp trong nước,20000,Trắng,,2.4,Xăng,Tự động,,1080000000,2014
