name,brand,source_url,type,origin,km_driven,external_color,seats,engine_capacity,fuels,transmission,wheel_drive,price,year
BMW Series 3,,https://www.sanxehot.vn/mua-ban-xe/bmw-320i-20at-2013-16076.html,Sedan,Nhập khẩu,46000,Đen,,2.0,Xăng,Tự động,,1099000000,2013
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-g-20mt-2008-16075.html,7 chỗ đa dụng,Lắp ráp trong nước,85000,Bạc,,2.0,Xăng,Số sàn,,520000000,2008
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-e-20mt-2013-16074.html,7 chỗ đa dụng,Lắp ráp trong nước,72000,Bạc,,2.0,Xăng,Số sàn,,689000000,2013
Toyota Sienna,,https://www.sanxehot.vn/mua-ban-xe/toyota-sienna-at-2008-16073.html,7 chỗ đa dụng,Lắp ráp trong nước,60000,Vàng cát,,,Xăng,Tự động,,900000000,2008
Ford Transit,,https://www.sanxehot.vn/mua-ban-xe/ford-transit-mt-2015-16072.html,16 chỗ,Lắp ráp trong nước,30000,Vàng cát,,,Diesel,Số sàn,,779000000,2015
KIA Rio,,https://www.sanxehot.vn/mua-ban-xe/kia-rio-at-2013-16070.html,Hatchback,Lắp ráp trong nước,13000,Trắng,,,Xăng,Tự động,,530000000,2013
BMW X6,,https://www.sanxehot.vn/mua-ban-xe/bmw-x6-xdrive35i-2016-16069.html,SUV 5 chỗ,Nhập khẩu,8000,Đỏ,,,Xăng,Tự động,,3300000000,2016
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-g-20mt-2008-16068.html,7 chỗ đa dụng,Lắp ráp trong nước,220000,Bạc,,2.0,Xăng,Số sàn,,490000000,2008
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-g-20mt-2007-16067.html,7 chỗ đa dụng,Lắp ráp trong nước,102000,Đen,,2.0,Xăng,Số sàn,,455000000,2007
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-g-20mt-2010-16066.html,7 chỗ đa dụng,Lắp ráp trong nước,90000,Bạc,,2.0,Xăng,Số sàn,,565000000,2010
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-g-20mt-2009-16063.html,7 chỗ đa dụng,Lắp ráp trong nước,52000,Bạc,,2.0,Xăng,Số sàn,,528000000,2009
Toyota Vios,,https://www.sanxehot.vn/mua-ban-xe/toyota-vios-e-15mt-2010-16062.html,Sedan,Lắp ráp trong nước,5000,Bạc,,1.5,Xăng,Số sàn,,382000000,2010
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-20at-2010-16061.html,Hatchback,Lắp ráp trong nước,30000,Đỏ,,2.0,Xăng,Tự động,,320000000,2010
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-20at-2012-16059.html,Hatchback,Lắp ráp trong nước,28000,Trắng,,2.0,Xăng,Tự động,,430000000,2012
Toyota Fortuner,,https://www.sanxehot.vn/mua-ban-xe/toyota-fortuner-27at-2012-16058.html,SUV 7 chỗ,Lắp ráp trong nước,58000,Bạc,,2.7,Xăng,Tự động,,835000000,2012
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-g-20at-2009-16057.html,7 chỗ đa dụng,Lắp ráp trong nước,100000,Bạc,,2.0,Xăng,Tự động,,515000000,2009
KIA Sorento,,https://www.sanxehot.vn/mua-ban-xe/kia-sorento-24at-2012-16056.html,SUV 7 chỗ,Lắp ráp trong nước,53000,Ghi xám,,2.4,Xăng,Tự động,,740000000,2012
Toyota Fortuner,,https://www.sanxehot.vn/mua-ban-xe/toyota-fortuner-27at-2011-16054.html,SUV 7 chỗ,Lắp ráp trong nước,32000,Bạc,,2.7,Xăng,Tự động,,735000000,2011
Toyota Fortuner,,https://www.sanxehot.vn/mua-ban-xe/toyota-fortuner-v-27at-2011-16052.html,SUV 7 chỗ,Lắp ráp trong nước,43000,Bạc,,2.7,Xăng,Tự động,,730000000,2011
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-20at-2014-16051.html,7 chỗ đa dụng,Lắp ráp trong nước,72000,Bạc,,2.0,Xăng,Tự động,,728000000,2013
Toyota Camry,,https://www.sanxehot.vn/mua-ban-xe/toyota-camry-g-24at-2011-16049.html,Sedan,Lắp ráp trong nước,37000,Đen,,2.4,Xăng,Tự động,,885000000,2011
Toyota Fortuner,,https://www.sanxehot.vn/mua-ban-xe/toyota-fortuner-20at-2011-16048.html,SUV 7 chỗ,Lắp ráp trong nước,42000,Đen,,2.0,Xăng,Tự động,,720000000,2011
Hyundai Accent,,https://www.sanxehot.vn/mua-ban-xe/hyundai-accent-14at-2015-16047.html,Hatchback,Nhập khẩu,39700,Trắng,,1.4,Xăng,Tự động,,552000000,2015
Toyota Camry,,https://www.sanxehot.vn/mua-ban-xe/toyota-camry-g-24at-2010-16046.html,Sedan,Lắp ráp trong nước,44000,Bạc,,2.4,Xăng,Tự động,,820000000,2010
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-g-20at-2008-16045.html,7 chỗ đa dụng,Lắp ráp trong nước,80000,Bạc,,2.0,Xăng,Tự động,,488000000,2008
Toyota Camry,,https://www.sanxehot.vn/mua-ban-xe/toyota-camry-24at-2008-16043.html,Sedan,Lắp ráp trong nước,100000,Đen,,2.4,Xăng,Tự động,,670000000,2008
Ford EcoSport,,https://www.sanxehot.vn/mua-ban-xe/ford-ecosport-titanium-15at-2014-16042.html,Hatchback,Lắp ráp trong nước,59000,Nâu,,1.5,Xăng,Tự động,,565000000,2014
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-20at-2011--16040.html,Hatchback,Lắp ráp trong nước,4000,Bạc,,2.0,Xăng,Tự động,,395000000,2011
Hyundai Santafe,,https://www.sanxehot.vn/mua-ban-xe/hyundai-santafe-4wd-20at-2015-16038.html,SUV 5 chỗ,Lắp ráp trong nước,10900,Nâu,,2.0,Xăng,Tự động,,1172000000,2015
KIA Sorento,,https://www.sanxehot.vn/mua-ban-xe/kia-sorento-24at-2010-16032.html,SUV 7 chỗ,Nhập khẩu,63000,Ghi xám,,2.4,Xăng,Tự động,,715000000,2010
KIA Sorento,,https://www.sanxehot.vn/mua-ban-xe/kia-sorento-24at-2013-16033.html,SUV 7 chỗ,Lắp ráp trong nước,9000,Bạc,,2.4,Xăng,Tự động,,765000000,2013
KIA Rio,,https://www.sanxehot.vn/mua-ban-xe/kia-rio-14at-2012--16031.html,Sedan,Lắp ráp trong nước,45000,Trắng,,1.4,Xăng,Tự động,,499000000,2012
Ford Everest,,https://www.sanxehot.vn/mua-ban-xe/ford-everest-25at-2014-16034.html,SUV 7 chỗ,Lắp ráp trong nước,38000,Ghi xám,,2.5,Xăng,Tự động,,765000000,2014
Ford Laser,,https://www.sanxehot.vn/mua-ban-xe/ford-laser-18mt-2003-16030.html,Sedan,Lắp ráp trong nước,90000,Ghi xám,,1.8,Xăng,Số sàn,,275000000,2003
KIA K3,,https://www.sanxehot.vn/mua-ban-xe/kia-k3-16at-2015-16026.html,Sedan,Lắp ráp trong nước,16700,Đỏ,,1.6,Xăng,Tự động,,645000000,2015
KIA K3,,https://www.sanxehot.vn/mua-ban-xe/kia-k3-20at-2015-16025.html,Sedan,Lắp ráp trong nước,7000,Trắng,,2.0,Xăng,Tự động,,712000000,2015
Hyundai Accent,,https://www.sanxehot.vn/mua-ban-xe/hyundai-accent-14at-2015-15971.html,Sedan,Nhập khẩu,31000,Trắng,,1.4,Xăng,Tự động,,575000000,2015
Hyundai Sonata,,https://www.sanxehot.vn/mua-ban-xe/hyundai-sonata-20at-2012-15951.html,Sedan,Nhập khẩu,75000,Trắng,,2.0,Xăng,Tự động,,720000000,2012
Hyundai i10,,https://www.sanxehot.vn/mua-ban-xe/hyundai-i20-14at-2010-15953.html,Hatchback,Nhập khẩu,58000,Đỏ,,1.4,Xăng,Tự động,,435000000,2010
Nissan Sunny,,https://www.sanxehot.vn/mua-ban-xe/nissan-sunny-xv-15at-2014-16024.html,Sedan,Lắp ráp trong nước,42000,Đồng,,1.5,Xăng,Tự động,,496000000,2014
Nissan Sunny,,https://www.sanxehot.vn/mua-ban-xe/nissan-sunny-xl-15mt-2014-16023.html,Sedan,Lắp ráp trong nước,28000,Bạc,,1.5,Xăng,Số sàn,,460000000,2014
Mazda 3,,https://www.sanxehot.vn/mua-ban-xe/mazda-3s-20at-2009-16022.html,Sedan,Nhập khẩu,51000,Đen,,2.0,Xăng,Tự động,,480000000,2009
Nissan Grand Livina,,https://www.sanxehot.vn/mua-ban-xe/nissan-grand-livina-18mt-2011-16021.html,7 chỗ đa dụng,Lắp ráp trong nước,85000,Xanh Dương,,1.8,Xăng,Số sàn,,345000000,2011
Mazda BT-50,,https://www.sanxehot.vn/mua-ban-xe/mazda-bt50-32at-2015-16020.html,Bán tải,Lắp ráp trong nước,10000,Đồng,,3.2,Xăng,Tự động,,670000000,2015
Nissan Navara,,https://www.sanxehot.vn/mua-ban-xe/nissan-navara-le-25mt-2012-16019.html,Bán tải,Nhập khẩu,23000,Bạc,,2.5,Diesel,Số sàn,,470000000,2012
Chevrolet Spark,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-spark-10mt-2008-16018.html,Hatchback,Lắp ráp trong nước,8543,Trắng,,1.0,Xăng,Số sàn,,155000000,2008
Nissan Navara,,https://www.sanxehot.vn/mua-ban-xe/nissan-navara-le-25mt-2013-16017.html,Bán tải,Nhập khẩu,30000,Ghi xám,,2.5,Diesel,Số sàn,,485000000,2013
Nissan Grand Livina,,https://www.sanxehot.vn/mua-ban-xe/nissan-grand-livina-18mt-2011-16016.html,7 chỗ đa dụng,Lắp ráp trong nước,40000,Ghi xám,,1.8,Xăng,Số sàn,,393000000,2011
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2007-16015.html,Sedan,Lắp ráp trong nước,45000,Đen,,1.8,Xăng,Tự động,,430000000,2007
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-e-20mt-2014-16014.html,7 chỗ đa dụng,Lắp ráp trong nước,58700,Bạc,,2.0,Xăng,Số sàn,,735000000,2014
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2010-16013.html,Sedan,Lắp ráp trong nước,53000,Đen,,1.8,Xăng,Tự động,,530000000,2010
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2007-16011.html,Sedan,Lắp ráp trong nước,63000,Bạc,,2.0,Xăng,Tự động,,455000000,2007
Mazda 6,,https://www.sanxehot.vn/mua-ban-xe/mazda-6-20at-2016--16010.html,Sedan,Lắp ráp trong nước,6000,Trắng,,2.0,Xăng,Tự động,,910000000,2016
Chevrolet Aveo,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-aveo-15at-2015-16009.html,Sedan,Lắp ráp trong nước,18000,Đen,,1.5,Xăng,Tự động,,400000000,2015
Chevrolet Cruze  ,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-cruze-ls-16mt-2013-16007.html,Sedan,Lắp ráp trong nước,24000,Bạc,,1.6,Xăng,Số sàn,,465000000,2013
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2007-16006.html,Sedan,Lắp ráp trong nước,34900,Đen,,2.0,Xăng,Tự động,,445000000,2007
Mazda Premacy,,https://www.sanxehot.vn/mua-ban-xe/mazda-premacy-18at-2005-16005.html,7 chỗ đa dụng,Lắp ráp trong nước,99999,Bạc,,1.8,Xăng,Tự động,,290000000,2005
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2007-16004.html,Sedan,Lắp ráp trong nước,15000,Đen,,2.0,Xăng,Tự động,,410000000,2007
,,https://www.sanxehot.vn/mua-ban-xe/daewoo-magnus-25at-2004-16003.html,Sedan,Lắp ráp trong nước,178000,Đen,,2.5,Xăng,Tự động,,175000000,2004
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2011-16002.html,Sedan,Lắp ráp trong nước,20000,Bạc,,2.0,Xăng,Tự động,,580000000,2011
Nissan Grand Livina,,https://www.sanxehot.vn/mua-ban-xe/nissan-grand-livina-18at-2012-16001.html,7 chỗ đa dụng,Lắp ráp trong nước,30000,Bạc,,1.8,Xăng,Tự động,,500000000,2012
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2008-15999.html,Sedan,Lắp ráp trong nước,80000,Ghi xám,,2.0,Xăng,Tự động,,468000000,2008
KIA Rondo,,https://www.sanxehot.vn/mua-ban-xe/kia-rondo-17mt-crdi-2015-15998.html,SUV 7 chỗ,Lắp ráp trong nước,21300,Nâu,,1.7,Diesel,Số sàn,,695000000,2015
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2010-15997.html,Sedan,Lắp ráp trong nước,75000,Nâu,,2.0,Xăng,Tự động,,540000000,2010
Mitsubishi Jolie,,https://www.sanxehot.vn/mua-ban-xe/-mitsubitshi-jolie-20mt-2000-15996.html,SUV 7 chỗ,Lắp ráp trong nước,226999,Đen,,2.0,Xăng,Số sàn,,146000000,2000
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18mt-2008-15995.html,Sedan,Lắp ráp trong nước,80000,Bạc,,1.8,Xăng,Số sàn,,408000000,2008
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2007-15994.html,Sedan,Lắp ráp trong nước,80000,Đen,,1.8,Xăng,Tự động,,429000000,2007
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2008-15992.html,Sedan,Lắp ráp trong nước,53000,Bạc,,2.0,Xăng,Tự động,,500000000,2008
Chevrolet Spark,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-spark-10mt-2012-15990.html,Hatchback,Lắp ráp trong nước,11000,Bạc,,1.0,Xăng,Số sàn,,265000000,2012
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2011-15989.html,Sedan,Lắp ráp trong nước,32000,Bạc,,1.8,Xăng,Tự động,,530000000,2011
Chevrolet Vivant ,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-vivant-20mt-2008-15988.html,Hatchback,Lắp ráp trong nước,210000,Bạc,,2.0,Xăng,Số sàn,,279000000,2008
Nissan Grand Livina,,https://www.sanxehot.vn/mua-ban-xe/nisan-grand-livina-18at-2012-15987.html,7 chỗ đa dụng,Lắp ráp trong nước,55000,Bạc,,1.8,Xăng,Tự động,,500000000,2012
Nissan Grand Livina,,https://www.sanxehot.vn/mua-ban-xe/nissan-grand-livina-18at-2012-15986.html,7 chỗ đa dụng,Lắp ráp trong nước,40000,Ghi xám,,1.8,Xăng,Tự động,,485000000,2012
Nissan Grand Livina,,https://www.sanxehot.vn/mua-ban-xe/nissan-grand-livina-18at-2010-15985.html,7 chỗ đa dụng,Lắp ráp trong nước,34000,Vàng cát,,1.8,Xăng,Tự động,,465000000,2010
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2008-15982.html,Sedan,Lắp ráp trong nước,85000,Đồng,,1.8,Xăng,Tự động,,510000000,2008
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18mt-2009-15981.html,Sedan,Lắp ráp trong nước,52000,Đen,,1.8,Xăng,Số sàn,,425000000,2009
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2008-15980.html,Sedan,Lắp ráp trong nước,89000,Đen,,1.8,Xăng,Tự động,,385000000,2008
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2009-15979.html,Sedan,Lắp ráp trong nước,50000,Ghi xám,,2.0,Xăng,Tự động,,540000000,2009
Mazda 3,,https://www.sanxehot.vn/mua-ban-xe/mazda-3-16at-2004-15978.html,Sedan,Lắp ráp trong nước,70000,Đen,,1.6,Xăng,Tự động,,360000000,2004
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2009-15977.html,Sedan,Lắp ráp trong nước,55000,Đen,,1.8,Xăng,Tự động,,555000000,2009
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2009-15976.html,Sedan,Lắp ráp trong nước,67000,Bạc,,2.0,Xăng,Tự động,,485000000,2009
Mazda 3,,https://www.sanxehot.vn/mua-ban-xe/mazda-3-15at-2015-15975.html,Sedan,Lắp ráp trong nước,6000,Ghi xám,,1.5,Xăng,Tự động,,705000000,2015
Mitsubishi Grandis,,https://www.sanxehot.vn/mua-ban-xe/mitsubishi-grandis-24at-2011-15974.html,7 chỗ đa dụng,Lắp ráp trong nước,58000,Ghi xám,,2.4,Xăng,Tự động,,779000000,2011
Toyota Hiace,,https://www.sanxehot.vn/mua-ban-xe/toyota-hiace-gasoline-25mt-2015-15725.html,16 chỗ,Nhập khẩu,87674,Trắng,,2.5,Diesel,Số sàn,,1020000000,2015
Nissan Sunny,,https://www.sanxehot.vn/mua-ban-xe/nissan-sunny-xv-15at-2015-15729.html,Sedan,Lắp ráp trong nước,35000,Nâu,,1.5,Xăng,Tự động,,530000000,2015
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2011-15846.html,Sedan,Lắp ráp trong nước,75000,Bạc,,1.8,Xăng,Tự động,,585000000,2011
Chevrolet Captiva,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-captiva-24mt-2008-15973.html,SUV 7 chỗ,Lắp ráp trong nước,78000,Đen,,2.4,Xăng,Số sàn,,450000000,2008
Lexus LS,,https://www.sanxehot.vn/mua-ban-xe/lexus-ls-460l-at-2009-15967.html,Sedan,Nhập khẩu,39000,Đen,,,Xăng,Tự động,,1730000000,2009
Mercedes-Benz C-class,,https://www.sanxehot.vn/mua-ban-xe/mercedes-benz-c-class-c250-2013-15964.html,Sedan,Lắp ráp trong nước,26000,Trắng,,,Xăng,Tự động,,1018000000,2013
Audi Q5,,https://www.sanxehot.vn/mua-ban-xe/audi-q5-at-2013-15962.html,SUV 5 chỗ,Nhập khẩu,15000,Trắng,,,Xăng,Tự động,,1850000000,2013
Toyota Venza,,https://www.sanxehot.vn/mua-ban-xe/toyota-venza-at-2010-15959.html,SUV 5 chỗ,Nhập khẩu,35000,Xanh Đen,,,Xăng,Tự động,,950000000,2010
Hyundai i10,,https://www.sanxehot.vn/mua-ban-xe/hyundai-i10-10mt-2015-15969.html,Hatchback,Lắp ráp trong nước,15182,Bạc,,1.0,Xăng,Tự động,,410000000,2015
Mercedes-Benz C-class,,https://www.sanxehot.vn/mua-ban-xe/mercedes-benz-c-class-c200-2009-15960.html,Sedan,Lắp ráp trong nước,40000,Ghi xám,,1.8,Xăng,Tự động,,635000000,2009
Toyota Fortuner,,https://www.sanxehot.vn/mua-ban-xe/toyota-fortuner-v-at-2013-15968.html,SUV 7 chỗ,Lắp ráp trong nước,27000,Bạc,,,Xăng,Tự động,,820000000,2013
Hyundai Santafe,,https://www.sanxehot.vn/mua-ban-xe/hyundai-santafe-4wd-24at-2015-15965.html,SUV 5 chỗ,Lắp ráp trong nước,24000,Đen,,2.4,Diesel,Tự động,,1150000000,2015
Nissan Sunny,,https://www.sanxehot.vn/mua-ban-xe/nissan-sunny-15mt-2014-15966.html,Sedan,Lắp ráp trong nước,15600,Trắng,,1.5,Xăng,Số sàn,,442000000,2014
Hyundai i10,,https://www.sanxehot.vn/mua-ban-xe/hyundai-i10-12at-2010-15963.html,Hatchback,Nhập khẩu,45000,Hồng phấn,,1.2,Xăng,Tự động,,335000000,2010
,,https://www.sanxehot.vn/mua-ban-xe/daewoo-lacetti-mt-2010-15961.html,Sedan,Lắp ráp trong nước,65000,Đen,,,Xăng,Số sàn,,300000000,2010
Nissan Sunny,,https://www.sanxehot.vn/mua-ban-xe/nissan-sunny-xl-15mt-2015-14943.html,Sedan,Lắp ráp trong nước,19000,Trắng,,1.5,Xăng,Số sàn,,495000000,2015
Kia Morning,,https://www.sanxehot.vn/mua-ban-xe/kia-morning-at-2011-15958.html,Hatchback,Lắp ráp trong nước,70000,Ghi xám,,,Xăng,Tự động,,260000000,2011
Ford Focus,,https://www.sanxehot.vn/mua-ban-xe/ford-focus-18mt-2010-15957.html,Sedan,Lắp ráp trong nước,30000,Bạc,,1.8,Xăng,Số sàn,,395000000,2010
Toyota Innova,,https://www.sanxehot.vn/mua-ban-xe/toyota-innova-20e-2013-15956.html,7 chỗ đa dụng,Lắp ráp trong nước,36000,Bạc,,2.0,Xăng,Số sàn,,695000000,2013
Honda City,,https://www.sanxehot.vn/mua-ban-xe/honda-city-at-2014-15955.html,Sedan,Lắp ráp trong nước,20300,Trắng,,,Xăng,Tự động,,550000000,2014
Mercedes-Benz C-class,,https://www.sanxehot.vn/mua-ban-xe/mercedes-benz-c-class-c250-2015-15804.html,Sedan,Lắp ráp trong nước,7000,Trắng,,2.0,Xăng,Tự động,,1595000000,2015
Hyundai Tucson,,https://www.sanxehot.vn/mua-ban-xe/hyundai-tucson-awd-2011-15949.html,Hatchback,Nhập khẩu,40000,Đỏ Đậm,,2.0,Xăng,Tự động,,720000000,2011
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2008-15945.html,Sedan,Lắp ráp trong nước,45000,Xanh Dương,,2.0,Xăng,Tự động,,485000000,2008
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2009-15944.html,Sedan,Lắp ráp trong nước,70000,Trắng,,1.8,Xăng,Tự động,,460000000,2009
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2014-15943.html,Sedan,Lắp ráp trong nước,46000,Đen,,1.8,Xăng,Tự động,,685000000,2014
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2007-15942.html,Sedan,Lắp ráp trong nước,86000,Đen,,2.0,Xăng,Tự động,,455000000,2007
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2010-15941.html,Sedan,Lắp ráp trong nước,76000,Đen,,1.8,Xăng,Tự động,,525000000,2010
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2011-15939.html,Sedan,Lắp ráp trong nước,45000,Ghi xám,,1.8,Xăng,Tự động,,580000000,2011
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2006-15937.html,Sedan,Lắp ráp trong nước,80000,Đen,,2.0,Xăng,Tự động,,438000000,2006
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2006-15936.html,Sedan,Lắp ráp trong nước,80000,Đen,,1.8,Xăng,Tự động,,400000000,2006
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18mt-2011-15935.html,Sedan,Lắp ráp trong nước,45000,Đen,,1.8,Xăng,Số sàn,,465000000,2011
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2008-15934.html,Sedan,Lắp ráp trong nước,35000,Đen,,1.8AT,Xăng,Tự động,,480000000,2008
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2010-15933.html,Sedan,Lắp ráp trong nước,20000,Đen,,2.0,Xăng,Tự động,,575000000,2010
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2008-15931.html,Sedan,Lắp ráp trong nước,62000,Đen,,1.8,Xăng,Tự động,,428000000,2008
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2010-15930.html,Sedan,Lắp ráp trong nước,32000,Đen,,1.8,Xăng,Tự động,,540000000,2010
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2009-15929.html,Sedan,Lắp ráp trong nước,45000,Đen,,1.8,Xăng,Tự động,,525000000,2009
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2007-15928.html,Sedan,Lắp ráp trong nước,60000,Đen,,1.8,Xăng,Tự động,,425000000,2007
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18at-2008-15926.html,Sedan,Lắp ráp trong nước,120000,Đen,,1.8,Xăng,Tự động,,440000000,2008
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2010-15925.html,Sedan,Lắp ráp trong nước,74000,Bạc,,2.0,Xăng,Tự động,,545000000,2010
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2008-15923.html,Sedan,Lắp ráp trong nước,65000,Ghi xám,,2.0,Xăng,Tự động,,505000000,2008
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-18mt-2009-15921.html,Sedan,Lắp ráp trong nước,70000,Đen,,1.8,Xăng,Số sàn,,445000000,2009
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2010-15920.html,Sedan,Lắp ráp trong nước,53000,Ghi xám,,2.0,Xăng,Tự động,,544000000,2010
Honda Civic,,https://www.sanxehot.vn/mua-ban-xe/honda-civic-20at-2008-15919.html,Sedan,Lắp ráp trong nước,40000,Đen,,2.0,Xăng,Tự động,,528000000,2008
Chevrolet Orlando,,https://www.sanxehot.vn/mua-ban-xe/chevrolet-orlando-18mt-2013-15917.html,SUV 7 chỗ,Lắp ráp trong nước,30000,Đỏ đô,,1.8,Xăng,Tự động,,620000000,2013
Mitsubishi Grandis,,https://www.sanxehot.vn/mua-ban-xe/mitsubishi-grandis-24at-2005-15916.html,7 chỗ đa dụng,Lắp ráp trong nước,98000,Bạc,,2.4,Xăng,Tự động,,435000000,2005
